Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.E,Xc1.Q,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda.1,Xc2.lambda.2,Xc2.lambda.3,Xc2.lambda.4,Xc2.lambda.5,Xc2.lambda.6,Xc2.lambda.7,Xc2.lambda.8,Xc2.lambda.9,Xc2.lambda.10,Xc2.lambda.11,Xc2.lambda.12,Xc2.lambda.13,Xc2.lambda.14,Xc2.lambda.15,Xc2.lambda.16,Xc2.lambda.17,Xc2.lambda.18,Xc2.lambda.19,Xc2.lambda.20,Xc2.lambda.21,Xc2.lambda.22,Xc2.lambda.23,Xc2.lambda.24,Xc2.lambda.25,Xc2.lambda.26,Xc2.lambda.27,Xc2.lambda.28,Xc2.lambda.29,Xc2.lambda.30,protection
5.382708,6.318832,3.0424,4.680616,1.638216,6.084801,5.382708,2.574339,1.404185,4.212554,6.552862,4.212554,2.106277,2.106277,0.936123,3.510462,1.872246,0.234031,1.638216,3.276431,0.028153,0.026696,0.024954,0.023496,0.027263,0.024908,0.023635,0.024517,0.026962,0.024478,0.024786,0.026119,0.026849,0.021332,0.026286,0.026422,0.025168,0.025713,0.026193,0.026619,0.024002,0.026166,0.026881,0.026284,0.022566,0.026552,0.026755,0.023767,0.026322,0.026126,Trans-Golgi
4.70959,1.177398,2.943494,1.471747,1.177398,2.354795,1.471747,5.00394,0.883048,6.770036,10.890927,5.00394,2.943494,5.00394,3.532193,5.592638,3.532193,0.588699,4.120891,6.770036,0.022432,0.022347,0.020881,0.023454,0.023079,0.02259,0.023366,0.024598,0.02475,0.023821,0.023257,0.023218,0.023861,0.024015,0.025855,0.023907,0.023747,0.024197,0.024768,0.024593,0.025478,0.0247,0.025374,0.023956,0.0227,0.023226,0.023879,0.020886,0.021469,0.021248,Trans-Golgi
36.457571,10.459139,10.459139,22.711274,4.482488,25.998432,20.918278,31.67625,5.976651,10.160307,29.584422,24.205436,12.550967,19.125283,34.963408,49.008538,21.515943,1.494163,5.976651,19.424116,0.02295,0.023966,0.022306,0.022722,0.023968,0.023964,0.023206,0.023217,0.023463,0.023133,0.023424,0.023411,0.022764,0.023745,0.023521,0.022252,0.022935,0.023356,0.023426,0.023426,0.022136,0.02342,0.023851,0.02319,0.023345,0.024018,0.024585,0.023502,0.023943,0.024022,Trans-Golgi
4.666547,5.703558,3.888789,5.185052,0.777758,6.740568,4.9258,4.666547,1.814768,4.407294,8.814589,5.444305,3.370284,2.074021,2.333274,7.777578,4.148042,0.259253,1.555516,5.185052,0.023819,0.02497,0.022533,0.023624,0.026425,0.024696,0.021983,0.023918,0.02556,0.023276,0.023843,0.026412,0.025932,0.022189,0.023657,0.02567,0.023307,0.023104,0.025037,0.025288,0.024339,0.026292,0.027567,0.025617,0.024582,0.026519,0.02498,0.024605,0.025195,0.025808,Trans-Golgi
3.844642,3.604352,0.961161,4.565512,0.48058,5.286383,3.604352,4.084932,0.961161,3.604352,4.805803,4.084932,2.643191,1.922321,0.961161,4.565512,2.162611,0.961161,0.961161,4.805803,0.022247,0.025052,0.023609,0.024322,0.026619,0.026212,0.020161,0.024626,0.025461,0.022839,0.024074,0.027058,0.025711,0.022875,0.026736,0.025903,0.025723,0.026566,0.027318,0.026919,0.024107,0.026658,0.024502,0.02585,0.027547,0.026458,0.02649,0.02531,0.02702,0.025738,Trans-Golgi
4.018256,4.520538,3.264833,4.018256,0.502282,3.264833,2.51141,3.515974,0.753423,3.264833,6.027383,3.013692,4.269397,0.502282,1.004564,6.529665,1.757987,0.502282,1.004564,4.018256,0.023175,0.024935,0.024746,0.024203,0.026917,0.024735,0.021283,0.024552,0.025533,0.023036,0.024126,0.025791,0.02471,0.021886,0.02534,0.027529,0.025828,0.024053,0.025971,0.024437,0.024127,0.025762,0.027195,0.026489,0.02594,0.026862,0.025433,0.022862,0.026542,0.024858,Trans-Golgi
12.383664,11.093699,6.707818,11.609685,3.353909,13.157643,7.997783,8.255776,3.095916,7.997783,20.123454,10.577713,3.353909,7.997783,9.803734,16.253559,9.545741,2.837923,3.095916,9.803734,0.02427,0.025436,0.024005,0.023804,0.025167,0.025881,0.024556,0.025584,0.024615,0.024983,0.024213,0.024056,0.025254,0.023644,0.024756,0.024521,0.024789,0.02573,0.024833,0.025159,0.024547,0.025301,0.024234,0.025162,0.026198,0.024965,0.024194,0.023692,0.023997,0.024462,Trans-Golgi
1.301084,1.040867,1.821517,2.341951,0.520433,4.163468,1.040867,1.301084,0.260217,3.903251,4.944118,3.122601,0.78065,2.341951,1.301084,4.163468,0.78065,0.260217,1.040867,3.122601,0.024698,0.025786,0.025581,0.024192,0.027785,0.028648,0.02471,0.022445,0.024874,0.023566,0.023344,0.022718,0.024122,0.02747,0.024651,0.025013,0.024234,0.024872,0.025404,0.022807,0.021375,0.024859,0.025109,0.026005,0.022768,0.026459,0.02526,0.023797,0.021064,0.026169,Trans-Golgi
12.088672,4.029557,5.269421,9.298979,0,13.948468,7.439183,10.538843,2.789694,3.09966,8.059115,15.808264,0.619932,2.479728,13.328536,20.457753,9.918911,0.619932,1.859796,7.129217,0.020589,0.023487,0.024207,0.022013,0.021484,0.022864,0.028378,0.023644,0.02095,0.021549,0.024904,0.023983,0.02236,0.016198,0.022419,0.024248,0.025149,0.020178,0.02189,0.024049,0.026651,0.024134,0.022587,0.021691,0.025001,0.024477,0.022819,0.018482,0.024614,0.025037,Trans-Golgi
5.081241,2.674337,3.209205,4.27894,0.534867,5.348674,3.209205,3.209205,0.534867,3.744072,7.22071,2.941771,2.13947,1.337169,1.337169,4.546373,3.209205,0,1.872036,3.744072,0.023144,0.023583,0.02321,0.020994,0.025062,0.0228,0.0201,0.023577,0.025289,0.021843,0.024065,0.024439,0.025698,0.024047,0.022739,0.025314,0.022654,0.025985,0.025474,0.027134,0.024155,0.026588,0.025959,0.025196,0.024793,0.025918,0.025356,0.025545,0.025252,0.026654,Trans-Golgi
4.866557,6.14723,7.427903,9.47698,0.768404,8.708576,4.866557,3.842019,2.561346,5.891096,11.526056,7.427903,2.305211,3.585884,2.305211,6.403365,5.122692,0,3.32975,5.122692,0.022932,0.025191,0.024211,0.023863,0.024992,0.025561,0.02284,0.024042,0.025821,0.023236,0.023542,0.027629,0.024449,0.023259,0.025831,0.027407,0.025585,0.023607,0.024166,0.024554,0.022557,0.024832,0.026044,0.02694,0.024081,0.025256,0.02683,0.024722,0.024388,0.025497,Trans-Golgi
10.743454,4.132098,1.652839,2.754732,0.82642,4.958517,3.581151,7.162303,1.377366,5.784937,9.641562,3.305678,2.203786,4.958517,6.06041,3.856625,6.335883,0.82642,1.652839,7.437776,0.021979,0.02239,0.02231,0.02223,0.023468,0.025017,0.023928,0.025408,0.024164,0.02526,0.024135,0.022474,0.024863,0.024406,0.023427,0.024898,0.025244,0.024605,0.02591,0.025129,0.024379,0.025424,0.024068,0.025675,0.023282,0.022555,0.024419,0.024007,0.024311,0.025162,Trans-Golgi
3.3056,4.250057,1.180571,1.6528,0.708343,5.194514,4.013943,3.777828,1.6528,2.833371,6.138971,2.833371,1.180571,2.597257,1.416686,2.833371,2.597257,1.416686,1.6528,4.250057,0.02424,0.025163,0.024557,0.025065,0.026071,0.026476,0.025086,0.026446,0.023703,0.024565,0.02569,0.024149,0.02611,0.025747,0.028421,0.02571,0.024826,0.02571,0.023516,0.027034,0.023229,0.025044,0.024014,0.026544,0.026074,0.026569,0.027031,0.027274,0.025109,0.024712,Trans-Golgi
3.226881,2.97866,1.241108,2.730438,0.992887,4.964433,1.241108,3.723325,1.241108,2.97866,6.701985,4.219768,1.48933,3.226881,1.737552,3.971546,2.97866,0.248222,1.737552,2.730438,0.023818,0.024158,0.0217,0.024295,0.024674,0.022926,0.025782,0.025711,0.024301,0.025852,0.026081,0.023321,0.025408,0.024021,0.025617,0.024374,0.024226,0.026435,0.025439,0.027401,0.024669,0.026974,0.027241,0.023495,0.025034,0.02547,0.026263,0.025409,0.027139,0.024545,Trans-Golgi
9.139009,7.311207,1.044458,3.133374,2.611145,9.922352,2.088916,7.833436,1.305573,2.87226,13.577956,2.088916,1.305573,5.222291,10.96681,7.311207,4.961176,1.305573,3.394489,5.74452,0.024917,0.023884,0.022007,0.024608,0.024242,0.02337,0.02404,0.022292,0.025263,0.024964,0.024102,0.02464,0.023754,0.024329,0.024714,0.022666,0.025153,0.025166,0.024789,0.026782,0.025651,0.02589,0.026268,0.024438,0.026636,0.024985,0.024164,0.025084,0.023846,0.02624,Trans-Golgi
28.358029,17.592481,10.240399,17.855055,6.03921,15.491886,9.977825,18.905353,7.089507,16.804758,34.134665,14.179015,4.988913,11.290697,18.380204,32.296644,13.653866,3.676041,6.564359,24.15684,0.024885,0.024964,0.024857,0.024093,0.024434,0.024916,0.023644,0.024536,0.024201,0.023893,0.02436,0.025019,0.024975,0.024429,0.025229,0.024079,0.024788,0.02492,0.024283,0.024248,0.025424,0.025119,0.025447,0.024972,0.023713,0.02412,0.024408,0.025221,0.024031,0.024219,Trans-Golgi
22.221634,17.879476,12.004791,19.156581,6.385527,21.710792,11.238528,18.134897,7.407211,14.559002,37.036057,17.368634,5.108422,15.580686,18.390318,27.074635,14.04816,4.59758,6.896369,24.775845,0.024913,0.025113,0.025204,0.024913,0.025593,0.024415,0.024471,0.023873,0.025407,0.024317,0.025039,0.025407,0.024818,0.024252,0.024203,0.024892,0.024252,0.024764,0.024528,0.024679,0.024069,0.025332,0.025493,0.025406,0.025527,0.025421,0.02488,0.024611,0.024497,0.024291,Trans-Golgi
4.830546,1.525436,2.796632,1.779675,0.762718,1.271196,2.542393,1.779675,0.254239,2.796632,5.847503,2.542393,0.508479,4.576307,0.762718,3.305111,1.779675,2.033914,1.016957,4.576307,0.022122,0.02349,0.023325,0.0225,0.024624,0.023309,0.025409,0.02511,0.02524,0.022901,0.024413,0.024585,0.024476,0.023257,0.024886,0.023479,0.026626,0.026959,0.025067,0.025493,0.025221,0.025896,0.027737,0.026963,0.023983,0.02582,0.02406,0.026165,0.027571,0.025073,Trans-Golgi
22.221634,17.879476,12.004791,19.156581,6.385527,21.710792,11.238528,18.134897,7.407211,14.559002,37.036057,17.368634,5.108422,15.580686,18.390318,27.074635,14.04816,4.59758,6.896369,24.775845,0.024913,0.025113,0.025204,0.024913,0.025593,0.024415,0.024471,0.023873,0.025407,0.024317,0.025039,0.025407,0.024818,0.024252,0.024203,0.024892,0.024252,0.024764,0.024528,0.024679,0.024069,0.025332,0.025493,0.025406,0.025527,0.025421,0.02488,0.024611,0.024497,0.024291,Trans-Golgi
2.405069,3.473989,3.206759,3.741219,1.06892,3.206759,1.870609,2.672299,0.53446,4.810138,6.413518,4.542908,3.206759,3.473989,4.008449,6.413518,7.482437,0.53446,2.672299,3.741219,0.023583,0.024601,0.02152,0.02214,0.025378,0.023803,0.022786,0.023248,0.024024,0.021322,0.023788,0.023812,0.022956,0.024519,0.024815,0.025142,0.025199,0.025262,0.023943,0.023121,0.027143,0.026821,0.024409,0.023711,0.02613,0.025773,0.025234,0.024989,0.026639,0.02696,Trans-Golgi
1.408038,3.050748,1.642711,3.050748,0.234673,2.581402,1.408038,1.408038,0.469346,2.581402,3.050748,2.581402,1.173365,1.173365,1.173365,2.112057,0.938692,0.469346,0.234673,2.346729,0.022711,0.025705,0.022482,0.023282,0.025256,0.023953,0.023432,0.026089,0.026164,0.023004,0.024514,0.0256,0.026733,0.027151,0.02871,0.025451,0.026233,0.026356,0.028991,0.026712,0.025836,0.026939,0.025304,0.026173,0.026597,0.02579,0.025344,0.021025,0.028027,0.025763,Trans-Golgi
2.807167,1.786379,0.765591,1.531182,0.510394,2.296773,2.041576,2.041576,0,1.531182,4.083152,2.041576,1.020788,0.765591,1.020788,2.296773,1.020788,0.255197,0.255197,1.531182,0.022021,0.022411,0.01942,0.020683,0.026196,0.023614,0.019406,0.023748,0.024888,0.022598,0.025382,0.026824,0.02424,0.02582,0.024477,0.027619,0.026083,0.025788,0.027341,0.026849,0.026265,0.024734,0.026477,0.027489,0.02524,0.026355,0.027141,0.023721,0.028464,0.023507,Trans-Golgi
4.160789,2.860543,3.380641,2.340444,1.560296,3.120592,2.080395,2.600493,1.300247,5.200987,5.721085,3.90074,1.560296,2.860543,1.040197,3.380641,3.90074,0.520099,1.820345,3.90074,0.024821,0.024253,0.023486,0.024156,0.024813,0.02655,0.024032,0.023125,0.025312,0.020099,0.02522,0.023117,0.022142,0.024885,0.0259,0.025549,0.024027,0.024194,0.027527,0.024466,0.025559,0.025299,0.026786,0.025372,0.023285,0.025693,0.024499,0.025986,0.026311,0.023486,Trans-Golgi
12.562466,11.024205,8.460436,7.691306,2.820145,15.382611,7.434929,13.07522,5.127537,12.049712,26.91957,8.97319,7.178552,15.895365,6.922175,15.382611,10.511451,2.563769,7.434929,12.049712,0.025271,0.025268,0.024885,0.024498,0.023505,0.025179,0.02461,0.024997,0.025279,0.024722,0.025125,0.025181,0.02432,0.024735,0.024354,0.024436,0.023754,0.024952,0.024477,0.02498,0.024968,0.024118,0.025585,0.024347,0.024784,0.024694,0.025029,0.025623,0.024579,0.025366,Trans-Golgi
32.09472,47.708368,220.904199,107.560683,13.589656,100.332143,99.464718,63.322015,34.986136,156.136476,159.606175,128.957163,34.986136,82.116221,62.165449,179.846089,96.573302,12.143948,51.75635,68.237423,0.024079,0.022622,0.023529,0.023173,0.023468,0.023893,0.022841,0.023604,0.023202,0.024116,0.023502,0.023412,0.02387,0.023833,0.023566,0.023822,0.023901,0.024064,0.023836,0.023846,0.023852,0.023324,0.023915,0.023953,0.023745,0.023974,0.023671,0.02432,0.023843,0.024082,Trans-Golgi
24.126366,29.009083,122.642361,54.571542,5.169936,59.167041,81.857314,40.785048,12.924839,107.132555,101.100963,88.176124,14.93537,49.114388,44.51889,111.153616,70.655787,10.62709,34.753456,42.795578,0.024184,0.0234,0.024007,0.022657,0.023765,0.024302,0.023414,0.023128,0.023609,0.023955,0.023491,0.02337,0.024109,0.023832,0.023478,0.023434,0.023962,0.023856,0.023486,0.02342,0.02373,0.024294,0.023539,0.024286,0.024009,0.023843,0.024053,0.024034,0.023735,0.024399,Trans-Golgi
38.178524,30.867743,50.904698,51.987777,9.747708,54.153934,36.553906,34.387748,13.267714,55.778552,95.852464,52.258547,18.412338,43.052378,34.658518,94.769385,46.301614,7.581551,29.784664,49.28008,0.025732,0.02366,0.024633,0.023674,0.024441,0.025053,0.023515,0.024304,0.025118,0.024155,0.02395,0.023765,0.02488,0.024693,0.023742,0.024363,0.024326,0.024495,0.023663,0.024149,0.024433,0.02439,0.023976,0.024473,0.023943,0.024175,0.024594,0.024711,0.024147,0.024077,Trans-Golgi
20.777952,33.541551,155.240986,65.598963,9.201665,68.270414,66.786275,54.616332,19.293813,125.261369,131.494755,118.731155,21.07478,57.881438,60.552889,170.676036,87.861055,4.452418,32.35424,59.365578,0.023286,0.022678,0.022991,0.022671,0.023052,0.023935,0.022746,0.023633,0.022619,0.023686,0.023051,0.023299,0.023242,0.023562,0.023456,0.023754,0.023614,0.02365,0.023488,0.023756,0.023834,0.023204,0.023639,0.024043,0.023721,0.023601,0.023928,0.023778,0.023707,0.02355,Trans-Golgi
28.512945,29.700984,123.259083,85.538834,8.613285,69.203292,90.290991,44.254466,23.760787,106.329522,105.735503,102.765404,15.147502,50.788682,54.64981,149.098939,73.95545,6.831226,36.2352,56.431869,0.022854,0.022585,0.023113,0.022092,0.023219,0.024023,0.023268,0.023467,0.023207,0.023503,0.022816,0.023393,0.023119,0.023658,0.023354,0.023531,0.023881,0.023401,0.023507,0.023241,0.024368,0.023553,0.023558,0.023608,0.023539,0.023738,0.023833,0.02427,0.023636,0.023654,Trans-Golgi
2.458178,4.42472,4.42472,3.441449,0.737453,6.63708,1.966542,4.42472,1.474907,4.42472,7.128716,5.653809,1.966542,3.441449,3.441449,3.195631,4.178903,0,4.916356,6.145445,0.026046,0.022553,0.027339,0.02563,0.024202,0.025819,0.024475,0.02753,0.025389,0.023699,0.024959,0.025605,0.02528,0.026063,0.025833,0.025709,0.025549,0.026208,0.0244,0.02595,0.024947,0.023794,0.02319,0.02512,0.023961,0.025115,0.024817,0.025835,0.023149,0.026016,Trans-Golgi
14.059002,10.674428,7.029501,13.277947,3.644927,15.360762,10.414076,9.63302,4.686334,11.715835,26.035189,11.195131,6.769149,7.550205,8.331261,10.674428,10.674428,0.781056,6.769149,16.402169,0.024641,0.02677,0.0227,0.024213,0.026032,0.025453,0.023435,0.024845,0.025161,0.024811,0.0248,0.026599,0.025259,0.024192,0.024181,0.025036,0.02417,0.025326,0.024255,0.02472,0.024692,0.023602,0.023271,0.02391,0.024811,0.024593,0.024748,0.024124,0.025585,0.023715,Trans-Golgi
18.297625,9.671602,8.364629,9.932997,2.875341,19.081809,11.501365,10.455786,2.352552,12.808338,20.911572,17.513442,4.705104,9.932997,7.841839,16.990652,13.853916,1.568368,4.443709,13.331127,0.024241,0.026984,0.023363,0.022506,0.026488,0.025082,0.023632,0.025103,0.025049,0.023188,0.024678,0.024372,0.024612,0.024505,0.025145,0.025415,0.024325,0.0238,0.025076,0.024339,0.02347,0.024389,0.02458,0.024874,0.024441,0.025314,0.025201,0.024495,0.024849,0.025089,Trans-Golgi
10.192707,8.452489,5.71786,13.424541,1.740218,14.418952,5.71786,7.458079,3.977642,15.910568,20.634017,13.175939,5.71786,8.949694,4.474847,14.170349,5.469258,0.745808,5.469258,9.944105,0.026177,0.027291,0.025237,0.023825,0.026641,0.026222,0.022994,0.024993,0.024631,0.025451,0.024021,0.025615,0.025038,0.024763,0.025164,0.024298,0.025347,0.024634,0.025196,0.02511,0.025908,0.023807,0.024206,0.026064,0.024392,0.024221,0.024692,0.025405,0.024918,0.025138,Trans-Golgi
20.777867,19.293734,15.830756,27.209112,6.183889,23.004067,8.410089,28.445889,9.399511,17.562245,27.209112,21.767289,5.441822,15.5834,14.099267,27.209112,21.519934,6.183889,12.862489,23.251423,0.024194,0.024905,0.024682,0.026797,0.025633,0.024647,0.024645,0.025228,0.024091,0.023557,0.02534,0.025232,0.025044,0.025365,0.025415,0.025656,0.025241,0.025481,0.025734,0.025483,0.025686,0.025054,0.024458,0.024938,0.024953,0.0255,0.025189,0.024608,0.024325,0.025563,Trans-Golgi
18.724578,15.390064,27.702115,38.988162,8.464535,24.367601,12.825053,27.702115,6.925529,26.163109,27.958616,30.267126,5.386522,22.828595,14.107559,27.445614,22.315593,3.847516,15.903066,25.650106,0.024042,0.024996,0.024142,0.025631,0.024847,0.025145,0.025487,0.024635,0.025175,0.024335,0.024614,0.024259,0.024293,0.024742,0.024503,0.025153,0.02536,0.024513,0.025527,0.02517,0.024864,0.025106,0.024445,0.024592,0.025346,0.024494,0.024095,0.024256,0.024482,0.025251,Trans-Golgi
20.859968,23.06867,15.215506,25.277372,7.607753,22.332436,9.571044,30.676423,9.080221,14.23386,25.031961,21.35079,6.626107,18.160442,17.66962,26.504429,26.013607,7.362341,14.724683,27.240663,0.024249,0.024139,0.025243,0.026225,0.025983,0.025189,0.02528,0.025954,0.024762,0.024721,0.025233,0.024152,0.024492,0.025834,0.025097,0.025807,0.026101,0.024961,0.025169,0.025486,0.024936,0.025309,0.025228,0.025367,0.024486,0.025733,0.023884,0.024289,0.025233,0.026045,Trans-Golgi
20.79902,16.487028,11.921389,31.95947,6.848458,24.350072,10.39951,27.901124,9.384924,15.218795,26.125598,21.55996,5.833871,15.726088,17.755261,27.647478,23.589132,6.087518,14.457855,25.111012,0.024526,0.024654,0.024248,0.025905,0.026091,0.02502,0.025096,0.02475,0.024058,0.023461,0.025677,0.024555,0.025156,0.024688,0.02487,0.025496,0.025002,0.025143,0.024788,0.024065,0.025478,0.024803,0.025306,0.024467,0.024903,0.025109,0.024657,0.025238,0.023868,0.025273,Trans-Golgi
22.260221,14.495028,17.083426,35.46105,9.318232,24.33094,10.094752,27.178177,7.765193,19.930663,26.142818,26.919337,6.470995,26.142818,16.048067,32.872652,25.107459,3.364917,13.977348,29.766575,0.02496,0.024811,0.024905,0.025446,0.024985,0.024623,0.025058,0.024481,0.024963,0.024434,0.024495,0.024533,0.024557,0.024294,0.025448,0.025038,0.024463,0.024328,0.024626,0.024422,0.024842,0.024289,0.025244,0.024775,0.024104,0.024936,0.024349,0.024227,0.024873,0.024654,Trans-Golgi
23.140976,18.413249,15.178489,31.849945,7.962486,23.389803,10.948419,32.3476,10.450763,13.934351,24.633942,27.122219,6.220692,17.666766,16.920283,27.371046,24.136286,9.206625,11.694902,27.122219,0.023917,0.024561,0.02427,0.02549,0.026249,0.025303,0.025533,0.025551,0.024837,0.024368,0.025663,0.025405,0.024703,0.024434,0.024482,0.02509,0.025783,0.02542,0.025179,0.026083,0.025557,0.024949,0.025175,0.024915,0.024546,0.024763,0.02409,0.024857,0.024933,0.025066,Trans-Golgi
20.763945,15.572959,13.59544,30.157158,6.921315,27.43807,10.876352,29.662778,9.393213,14.33701,25.707741,28.674019,6.179745,14.33701,12.112301,22.741463,19.280806,6.921315,13.84263,22.741463,0.024732,0.024613,0.024091,0.025803,0.026013,0.025187,0.025144,0.025185,0.024837,0.024373,0.025746,0.024963,0.025523,0.024602,0.025168,0.025687,0.025383,0.025448,0.025171,0.025301,0.025314,0.024566,0.025096,0.025149,0.025453,0.024891,0.024249,0.024437,0.025438,0.025247,Trans-Golgi
14.696049,15.2117,26.040367,33.001654,9.281715,27.58732,10.055191,28.876447,6.961286,24.75124,31.712527,30.681225,6.961286,25.266891,13.149096,39.189464,29.134273,5.414334,14.180398,20.626034,0.02439,0.025009,0.025308,0.024466,0.02455,0.024365,0.025418,0.025436,0.024389,0.023649,0.024749,0.024667,0.025064,0.024513,0.024692,0.024822,0.025398,0.025062,0.025276,0.025295,0.024825,0.024947,0.025063,0.024252,0.024703,0.025199,0.023823,0.024435,0.024561,0.023852,Trans-Golgi
26.157049,23.492905,10.89877,27.610218,8.234627,19.375592,10.89877,29.305583,9.203406,10.89877,24.70388,20.344372,7.265847,18.406812,15.500474,32.454116,22.524126,9.203406,12.594135,25.672659,0.023715,0.024731,0.024599,0.026773,0.026481,0.025262,0.025524,0.025415,0.025279,0.024929,0.02554,0.024588,0.025507,0.024979,0.024662,0.025919,0.025172,0.025178,0.025711,0.025597,0.025751,0.024897,0.025337,0.025396,0.024615,0.024694,0.024992,0.025188,0.025781,0.025592,Trans-Golgi
24.287973,17.277012,15.774663,27.543063,7.511744,30.297369,7.261353,30.798152,11.518008,19.530535,25.289539,22.535233,5.00783,19.530535,16.025055,25.790322,25.289539,7.261353,13.270748,24.788756,0.023934,0.024212,0.0244,0.025183,0.025947,0.025902,0.024647,0.025319,0.025052,0.024245,0.025649,0.024788,0.025256,0.025316,0.02528,0.025159,0.025155,0.025293,0.025557,0.024944,0.025344,0.025281,0.024562,0.024772,0.02503,0.024783,0.024755,0.024503,0.024353,0.024989,Trans-Golgi
23.078023,16.806821,17.308517,31.857706,6.772898,23.579719,9.783075,30.101769,8.779683,15.803429,21.572935,25.586504,4.515265,18.562758,13.545796,28.847529,23.078023,7.77629,10.786467,24.83396,0.02402,0.024332,0.024645,0.026366,0.025605,0.02453,0.024947,0.025453,0.024616,0.024085,0.025962,0.024722,0.024387,0.025523,0.024295,0.025444,0.026025,0.024634,0.025536,0.025886,0.02496,0.025599,0.025438,0.025292,0.023829,0.024858,0.023342,0.024313,0.025288,0.02522,Trans-Golgi
13.053756,16.516997,28.238737,20.513045,7.725692,22.64427,13.586562,13.053756,6.926483,36.497235,41.825299,24.242689,6.393676,21.312254,14.119368,37.296445,22.377867,2.930435,14.385772,23.709883,0.024772,0.025414,0.024091,0.024555,0.024907,0.024027,0.024851,0.024602,0.023782,0.024448,0.024316,0.023459,0.024007,0.024412,0.024527,0.023965,0.02458,0.024329,0.024479,0.024444,0.024047,0.024667,0.023231,0.024433,0.024677,0.025212,0.024719,0.025603,0.024874,0.024169,Trans-Golgi
2.451757,1.362087,1.362087,3.813844,1.08967,2.179339,1.906922,4.631096,2.724174,4.086261,5.175931,3.269009,1.08967,1.906922,3.269009,2.179339,2.724174,0.272417,1.634504,4.631096,0.026718,0.022744,0.023866,0.025155,0.023499,0.024942,0.022299,0.026142,0.022398,0.025837,0.023105,0.02566,0.024419,0.023903,0.026113,0.022478,0.024649,0.025372,0.024649,0.024576,0.023379,0.021949,0.024797,0.022705,0.025648,0.023654,0.023753,0.025369,0.023691,0.024114,Trans-Golgi
7.490765,11.365298,14.981529,13.948321,2.841325,13.948321,7.490765,8.007369,4.132836,15.756436,31.25457,17.047947,3.616231,10.073787,12.656809,17.047947,11.365298,2.841325,8.007369,12.140205,0.025292,0.024313,0.024124,0.024554,0.025256,0.025188,0.024861,0.024704,0.025824,0.025706,0.024749,0.025331,0.024999,0.023413,0.02446,0.024305,0.024411,0.025097,0.024264,0.024183,0.024064,0.023918,0.026118,0.024387,0.023695,0.02536,0.024355,0.024919,0.024605,0.025245,Trans-Golgi
3.750098,10.147325,2.20594,6.397227,1.544158,7.279603,2.20594,6.397227,1.764752,8.382573,9.926731,4.853069,3.529504,5.514851,3.088316,6.617821,4.191286,1.10297,3.529504,5.956039,0.025741,0.025713,0.025007,0.025996,0.026306,0.027156,0.024234,0.025816,0.026127,0.025227,0.025966,0.024916,0.025414,0.026213,0.025192,0.02553,0.025914,0.026073,0.02641,0.025427,0.026261,0.026305,0.026985,0.026864,0.025831,0.026865,0.027106,0.026134,0.025858,0.026818,Trans-Golgi
3.393449,5.220691,5.74276,6.264829,1.305173,6.264829,5.74276,4.437587,2.87138,10.702416,15.401038,9.919313,2.088276,4.959656,3.132415,11.224485,4.959656,0.522069,5.74276,4.698622,0.025059,0.026347,0.024401,0.025897,0.02457,0.023746,0.023831,0.024411,0.024194,0.026232,0.023808,0.026182,0.024414,0.023456,0.025084,0.026587,0.023407,0.023917,0.025236,0.022973,0.024065,0.024542,0.025374,0.024125,0.024213,0.023824,0.024152,0.023429,0.025115,0.026376,Trans-Golgi
5.564671,7.335248,5.81761,5.311731,1.264698,8.599945,5.81761,2.782335,4.805852,11.382281,12.646978,9.105824,2.529396,5.564671,4.047033,10.370522,7.082308,1.264698,4.299973,4.299973,0.026574,0.026423,0.024217,0.025521,0.025882,0.023238,0.025094,0.025544,0.023898,0.024245,0.025319,0.025497,0.0259,0.022752,0.025048,0.025533,0.025293,0.024356,0.02565,0.025156,0.022967,0.024819,0.026092,0.023927,0.024402,0.023853,0.025377,0.024172,0.026002,0.02431,Trans-Golgi
12.833635,9.690704,10.738348,17.548032,7.071595,17.02421,8.119239,10.476437,6.547773,17.286121,24.619627,14.928923,6.285862,9.428793,8.904971,17.02421,12.309814,2.357198,8.904971,13.881279,0.02451,0.025518,0.024122,0.024152,0.025348,0.024253,0.024732,0.024879,0.024874,0.024257,0.024148,0.024553,0.024661,0.024683,0.025233,0.023862,0.024643,0.024462,0.025301,0.024751,0.024135,0.024644,0.023272,0.024025,0.025847,0.025073,0.024196,0.023898,0.025122,0.024939,Trans-Golgi
7.906188,9.18138,7.141073,9.436418,0.255038,8.416265,9.946495,7.141073,3.06046,6.630997,15.047262,7.396112,5.610843,6.375958,4.335652,11.221687,6.375958,0.255038,5.610843,13.77207,0.023885,0.027213,0.023556,0.025373,0.02734,0.026523,0.024092,0.026184,0.02575,0.023461,0.02545,0.02577,0.023211,0.023365,0.025689,0.023634,0.024748,0.025736,0.023955,0.023942,0.025374,0.025278,0.023073,0.025264,0.025688,0.023988,0.025075,0.025506,0.02342,0.023418,Trans-Golgi
